,0,1,2,3,4,5,6
0,segment,sadness,joy,love,anger,fear,surprise
1,4_1964_1974_seg.txt,0.0037180909421294928,0.911279559135437,0.0013610773021355271,0.0126795107498765,0.06754124164581299,0.0034205715637654066
2,15_5973_5991_seg.txt,0.0007618250092491508,0.9969701766967773,0.0005342216463759542,0.0008594676619395614,0.00047721259761601686,0.0003970757534261793
3,18_6331_6350_seg.txt,0.08207199722528458,0.8694438338279724,0.002782164141535759,0.040068820118904114,0.004112158436328173,0.0015209735138341784
4,11_5195_5214_seg.txt,0.007166456431150436,0.8394826054573059,0.002370778238400817,0.13283520936965942,0.016106314957141876,0.00203867070376873
5,22_7760_7773_seg.txt,0.0026293876580893993,0.9850115776062012,0.0012632813304662704,0.007396850269287825,0.002887192415073514,0.0008117237011902034
6,2_1390_1407_seg.txt,0.002432862063869834,0.9882510304450989,0.0005927832098677754,0.004808263853192329,0.002999185584485531,0.000915873097255826
7,20_6787_6807_seg.txt,0.0011924451682716608,0.9950459003448486,0.000557322520762682,0.0021980050951242447,0.0006128028035163879,0.0003935339627787471
8,25_8245_8288_seg.txt,0.014161378145217896,0.10824937373399734,0.00258704018779099,0.8594911694526672,0.014273694716393948,0.0012373372446745634
9,1_1281_1296_seg.txt,0.00994567945599556,0.9096195697784424,0.0019683358259499073,0.07224617153406143,0.005033401772379875,0.001186830922961235
10,3_1820_1836_seg.txt,0.06423506140708923,0.7907353043556213,0.002950388705357909,0.12746737897396088,0.01124128419905901,0.0033705958630889654
11,19_6355_6383_seg.txt,0.0025779574643820524,0.9858032464981079,0.0009507135255262256,0.007334490772336721,0.0026802888605743647,0.0006533236592076719
12,12_5438_5459_seg.txt,0.0036384223494678736,0.32096654176712036,0.6712661981582642,0.0008529931656084955,0.0019016284495592117,0.001374200452119112
13,0_411_422_seg.txt,0.02606227621436119,0.47414031624794006,0.001926487311720848,0.023459380492568016,0.45399796962738037,0.020413603633642197
14,23_7945_7956_seg.txt,0.0071296305395662785,0.9333361387252808,0.0014511671615764499,0.04867657646536827,0.008086013607680798,0.0013204322895035148
15,5_2972_2989_seg.txt,0.010594294406473637,0.8644515872001648,0.002113985363394022,0.0938911885023117,0.02709023840725422,0.0018586092628538609
16,16_5997_6007_seg.txt,0.0034210060257464647,0.9823830127716064,0.0013915915042161942,0.008384743705391884,0.0032025338150560856,0.0012170468689873815
17,14_5849_5862_seg.txt,0.0054725585505366325,0.953666090965271,0.0013724763412028551,0.02781328558921814,0.00968867540359497,0.0019868535455316305
18,13_5467_5483_seg.txt,0.010831083171069622,0.931961715221405,0.0015597667079418898,0.036269109696149826,0.017299020662903786,0.0020792714785784483
19,17_6025_6037_seg.txt,0.0012473472161218524,0.9940722584724426,0.0004840815672650933,0.0022207756992429495,0.0016158012440428138,0.0003597646136768162
20,6_3100_3112_seg.txt,0.0005621294258162379,0.9973993301391602,0.0003434894315432757,0.0008188377832993865,0.0004320510197430849,0.0004441138880793005
21,24_8217_8237_seg.txt,0.008916781283915043,0.9241146445274353,0.001643478055484593,0.055679142475128174,0.008188900537788868,0.0014569764025509357
